entity	type	rank_sampling	rank_passive	rank_diff	upgrade_score
Thiago_Ramos_Fernandes	wikicat_Liga_I_players	1	1	0	0.0
Gustavo_Biscayzacú	wikicat_Expatriate_footballers_in_Mexico	3	3	0	0.0
Javier_Marías	wordnet_writer_110794014	1	1	0	0.0
Mircea_Rednic	wikicat_Romanian_footballers	2	2	0	0.0
Filmfare_Awards	wikicat_Awards_established_in_1954	1	1	0	0.0
Ecuador	wikicat_Countries	1	1	0	0.0
Clinton_County,_Indiana	wikicat_Populated_places_established_in_1830	1	1	0	0.0
University_of_Sussex	wordnet_university_108286569	1	1	0	0.0
Stephan_Kling	wikicat_Living_people	1	1	0	0.0
MO_Constantine	wikicat_Football_clubs_in_Algeria	1	1	0	0.0
Italian_Socialist_Party	wikicat_Defunct_political_parties	1	1	0	0.0
F.C._Zenit_St._Petersburg	wikicat_Football_clubs_in_Russia	1	1	0	0.0
Michael_Hughes_(footballer)	wikicat_Living_people	1	1	0	0.0
Comoé_Province	wikicat_Subdivisions_of_Burkina_Faso	1	1	0	0.0
Michal_Kubala	wikicat_Expatriate_footballers_in_Romania	1	1	0	0.0
Matthew_Bellamy	wikicat_English_rock_guitarists	4	4	0	0.0
Jane_Wyman	wikicat_American_television_actresses	1	1	0	0.0
Iván_Obolo	wikicat_Argentine_footballers	1	1	0	0.0
Wiener_Sport-Club	wordnet_club_108227214	1	1	0	0.0
Lethbridge_Hurricanes	wordnet_team_108208560	2	2	0	0.0
Montrouge	wikicat_Cities_in_France	1	1	0	0.0
Tampa	wikicat_Cities_in_Florida	1	1	0	0.0
Steve_Book	wikicat_Cheltenham_Town_F.C._players	1	1	0	0.0
Africa	wordnet_continent_109254614	1	1	0	0.0
Nico_Claesen	wikicat_Royal_Antwerp_F.C._players	2	2	0	0.0
Ben_Wright_(footballer_born_1980)	wikicat_English_footballers	1	1	0	0.0
Oscar_Dertycia	wikicat_Argentine_footballers	1	1	0	0.0
Mark_Owen	wikicat_English_singers	1	1	0	0.0
Wassily_Leontief	wikicat_Nobel_laureates_in_Economics	1	1	0	0.0
Uganda	wikicat_Landlocked_countries	2	2	0	0.0
Steven_Weinberg	wikicat_American_people	1	1	0	0.0
Lithuania_national_football_team	wikicat_European_national_association_football_teams	2	2	0	0.0
NK_Kamen_Ingrad	wikicat_Association_football_clubs_disestablished_in_2008	1	1	0	0.0
Charlotte_Rampling	wikicat_20th-century_actors	1	1	0	0.0
Wallace_Shawn	wikicat_American_voice_actors	7	7	0	0.0
Joseph-Désiré_Job	wikicat_2002_FIFA_World_Cup_players	1	1	0	0.0
Fernando_Sales	wikicat_Segunda_División_footballers	2	2	0	0.0
Manitoba	wordnet_district_108552138	4	4	0	0.0
Marion_Zimmer_Bradley	wikicat_English-language_writers	1	1	0	0.0
Gustavo_Napoles	wikicat_Club_América_footballers	3	3	0	0.0
Richmond_Boakye	wikicat_Ghana_international_footballers	1	1	0	0.0
Castries	wordnet_administrative_district_108491826	1	1	0	0.0
Reus_Airport	wikicat_Airports_in_Spain	1	1	0	0.0
Geert_den_Ouden	wikicat_Expatriate_footballers_in_Sweden	2	2	0	0.0
Ricky_Gervais	wikicat_English_film_actors	2	2	0	0.0
Steve_Collis	wikicat_Torquay_United_F.C._players	1	1	0	0.0
Frosinone_Calcio	wikicat_Serie_B_clubs	1	1	0	0.0
Kloten	wordnet_town_108665504	1	1	0	0.0
Walker_Percy	wordnet_writer_110794014	1	1	0	0.0
Vranov_nad_Topľou_District	wordnet_district_108552138	1	1	0	0.0
DeFuniak_Springs,_Florida	wikicat_County_seats_in_Florida	1	1	0	0.0
Turku	wikicat_Port_cities_and_towns_of_the_Baltic_Sea	1	1	0	0.0
Zlatan_Ibrahimović	wikicat_Serie_A_footballers	1	1	0	0.0
Smith_College	wordnet_university_108286569	1	1	0	0.0
Chhunly_Pagenburg	wikicat_German_footballers	1	1	0	0.0
Vicenza	wikicat_Cities_and_towns_in_Veneto	1	1	0	0.0
Nargis	wikicat_Actors	1	1	0	0.0
Isabella_II_of_Spain	wikicat_Women	1	1	0	0.0
Saunders_Mac_Lane	wordnet_scientist_110560637	1	1	0	0.0
Coventry_City_F.C.	wikicat_Football_League_clubs	1	1	0	0.0
Burkina_Faso	wikicat_Least_developed_countries	1	1	0	0.0
Thomas_Paine	wordnet_philosopher_110423589	2	2	0	0.0
Parral_(footballer)	wikicat_Brazilian_footballers	1	1	0	0.0
Colchester	wikicat_Towns_in_Essex	1	1	0	0.0
FC_Dnepr_Mogilev	wikicat_Football_clubs_in_the_Soviet_Union	1	1	0	0.0
Sevilla_F.C.	wikicat_La_Liga_clubs	1	1	0	0.0
Marques_Houston	wikicat_Actors	1	1	0	0.0
Nicolás_Muñoz	wikicat_Expatriate_footballers_in_El_Salvador	1	1	0	0.0
Daniel_Craig	wikicat_20th-century_actors	1	1	0	0.0
Chiba	wikicat_Populated_coastal_places_in_Japan	1	1	0	0.0
1._FC_Köln	wordnet_club_108227214	1	1	0	0.0
Sunil_Dutt	wikicat_Indian_film_directors	1	1	0	0.0
Sanjay_Dutt	wikicat_Actors	1	1	0	0.0
Irapuato_FC	wikicat_Ascenso_MX_teams	3	3	0	0.0
Bob_Hope	wikicat_American_comedians	1	1	0	0.0
Kim_Dae-eui	wikicat_Living_people	1	1	0	0.0
Kano	wikicat_State_capitals_in_Nigeria	1	1	0	0.0
Fulham_F.C.	wikicat_Football_clubs_in_London	1	1	0	0.0
Josiesley_Ferreira_Rosa	wikicat_Expatriate_footballers_in_Portugal	1	1	0	0.0
Eindhoven	wikicat_Municipalities_of_North_Brabant	1	1	0	0.0
Évry,_Essonne	wikicat_Cities_in_France	1	1	0	0.0
Andy_Millen	wikicat_Scottish_footballers	1	1	0	0.0
Elie_Aiboy	wikicat_Expatriate_footballers_in_Malaysia	1	1	0	0.0
ASO_Chlef	wikicat_Algerian_Ligue_Professionnelle_1_clubs	1	1	0	0.0
Latvia	wikicat_Countries	1	1	0	0.0
Istria_County	wikicat_Italian-speaking_countries_and_territories	1	1	0	0.0
Dorin_Goian	wikicat_Living_people	1	1	0	0.0
Brendan_Fraser	wikicat_20th-century_actors	1	1	0	0.0
Capital_Region_of_Denmark	wikicat_States_and_territories_established_in_2007	1	1	0	0.0
Jack_Cork	wikicat_Living_people	1	1	0	0.0
Thiago_Maciel	wikicat_Brazilian_footballers	1	1	0	0.0
Portuguese_Empire	wikicat_Former_empires	1	1	0	0.0
Billy_Corgan	wikicat_American_male_singers	1	1	0	0.0
Cagliari	wikicat_Port_cities	1	1	0	0.0
Mexican_Drug_War	wordnet_conflict_100958896	1	1	0	0.0
Saunders_Mac_Lane	wikicat_American_mathematicians	1	1	0	0.0
Syria	wikicat_Arabic-speaking_countries_and_territories	1	1	0	0.0
South_Africa	wikicat_English-speaking_countries_and_territories	1	1	0	0.0
Altenburg	wordnet_location_100027167	1	1	0	0.0
Laurent_Schwartz	wordnet_scientist_110560637	1	1	0	0.0
Rwanda	wikicat_French-speaking_countries_and_territories	1	1	0	0.0
South_Carolina	wikicat_States_of_the_United_States	1	1	0	0.0
Leonid_Hurwicz	wikicat_American_people	1	1	0	0.0
Pablo_Aimar	wikicat_La_Liga_footballers	1	1	0	0.0
Zhuhai_Jinwan_Airport	wordnet_airport_102692232	1	1	0	0.0
Université_de_Montréal	wordnet_university_108286569	1	1	0	0.0
Democratic_Party_(United_States)	wikicat_Liberal_parties	1	1	0	0.0
Ottoman_Empire	wikicat_Empires	1	1	0	0.0
Gamba_Osaka	wikicat_J._League_clubs	1	1	0	0.0
Juan_Carlos_Silva	wikicat_Mexican_footballers	7	7	0	0.0
Hristo_Stoichkov	wikicat_Expatriate_soccer_players_in_the_United_States	1	1	0	0.0
Bahrain	wordnet_country_108544813	1	1	0	0.0
HNK_Hajduk_Split	wordnet_club_108227214	1	1	0	0.0
Ernst_Dospel	wikicat_Austrian_footballers	1	1	0	0.0
Serhiy_Zakarlyuka	wikicat_Ukrainian_footballers	1	1	0	0.0
Olivier_Martinez	wikicat_French_people	1	1	0	0.0
Henry_Fonda	wikicat_Western_(genre)_film_actors	1	1	0	0.0
Kathy_Bates	wikicat_American_television_actors	1	1	0	0.0
Dick_Cheney	wordnet_officeholder_110371450	1	1	0	0.0
Club_Sol_de_América	wordnet_club_108227214	1	1	0	0.0
Dennis_Miller	wikicat_American_people	1	1	0	0.0
United_States_women's_national_soccer_team	wordnet_football_team_108080025	1	1	0	0.0
Michel_Debré	wordnet_officeholder_110371450	1	1	0	0.0
Charlie_Chaplin	wikicat_English_screenwriters	2	2	0	0.0
Liberia	wikicat_Member_states_of_the_African_Union	1	1	0	0.0
Highlanders_(rugby_union)	wordnet_team_108208560	1	1	0	0.0
Forfar_Athletic_F.C.	wordnet_club_108227214	1	1	0	0.0
Bruno_Cirillo	wikicat_Expatriate_footballers_in_Spain	1	1	0	0.0
Milan_Stojanoski	wikicat_Macedonian_expatriate_footballers	3	3	0	0.0
Tommy_Wright_(footballer,_born_1984)	wikicat_English_footballers	1	1	0	0.0
Lin_Carter	wordnet_writer_110794014	1	1	0	0.0
Namur,_Belgium	wordnet_municipality_108626283	1	1	0	0.0
Nicolas_Anelka	wikicat_Süper_Lig_players	1	1	0	0.0
Spezia_Calcio	wikicat_Lega_Pro_Prima_Divisione_clubs	2	2	0	0.0
Ricardo_Montalbán	wordnet_person_100007846	2	2	0	0.0
Edmonton	wikicat_Towns_in_Alberta	1	1	0	0.0
Marcos_Alonso_Peña	wikicat_Living_people	1	1	0	0.0
San_Diego	wikicat_Incorporated_cities_and_towns_in_California	1	1	0	0.0
Thelma_Schoonmaker	wordnet_person_100007846	2	2	0	0.0
Mato_Neretljak	wikicat_Croatia_international_footballers	2	2	0	0.0
Barnsley_F.C.	wikicat_Premier_League_clubs	1	1	0	0.0
University_of_Notre_Dame	wikicat_Atlantic_Coast_Conference_schools	14330	14336	-6	-0.000418702023726448
Robbie_Herrera	wikicat_Taunton_Town_F.C._players	13563	13569	-6	-0.00044238000442380006
Wisconsin	wikicat_States_and_territories_established_in_1848	14361	14369	-8	-0.0005570642712903001
Mohali_district	wikicat_Districts_of_Punjab,_India	12329	12337	-8	-0.0006488766323302783
Leon_Trotsky	wikicat_People_of_the_1905_Russian_Revolution	15834	15847	-13	-0.0008210180623973727
Daniel_Dennett	wikicat_Phillips_Exeter_Academy_alumni	16065	16088	-23	-0.0014316837846249611
Tupac_Shakur	wikicat_20th-century_American_poets	867	869	-2	-0.002306805074971165
Nikola_Karčev	wikicat_FK_Metalac_Gornji_Milanovac_players	14138	14177	-39	-0.0027585231291554677
Malpensa_Airport	wikicat_Airports_established_in_1909	12798	12852	-54	-0.004219409282700422
Mylène_Farmer	wikicat_Musicians_from_Montreal	14765	14830	-65	-0.0044023027429732475
Tyra_Banks	wikicat_Artists_from_California	1213	1219	-6	-0.00494641384995878
Manuel_Preciado_Rebolledo	wikicat_Sporting_de_Gijón_managers	12755	12819	-64	-0.005017640141121129
Duchy_of_Styria	wikicat_States_and_territories_established_in_the_12th_century	15189	15268	-79	-0.005201132398446244
Olivia_Newton-John	wikicat_Australian_people_of_German_descent	16751	16844	-93	-0.005551907348814996
Artavazd_Karamyan	wikicat_Armenian_expatriates_in_Romania	14544	14625	-81	-0.005569306930693069
Saint-Jérôme,_Quebec	wikicat_Municipalities_in_Quebec	11537	11602	-65	-0.005634046979284043
Masaru_Sato	wikicat_Japanese_film_score_composers	16411	16506	-95	-0.005788800194991164
Celebes_Sea	wikicat_Bodies_of_water_of_the_Philippines	14117	14214	-97	-0.006871148260961961
Lucero_(entertainer)	wikicat_Mexican_stage_actresses	12956	13046	-90	-0.006946588453226305
Jamie_Moralee	wikicat_Crewe_Alexandra_F.C._players	255	257	-2	-0.00784313725490196
Jim_Adams_(soccer)	wikicat_Kansas_City_Attack_(NPSL)_players	12836	12941	-105	-0.008180118416952322
Mahesh_Babu	wikicat_Telugu_male_actors	15342	15471	-129	-0.008408290965975753
Oleg_Dolmatov	wikicat_FC_Dynamo_Saint_Petersburg_managers	16449	16600	-151	-0.009179889354975986
Phil_Keaggy	wikicat_Fingerstyle_guitarists	16427	16585	-158	-0.009618311316734645
Birmingham,_Michigan	wikicat_Cities_in_Oakland_County,_Michigan	16238	16398	-160	-0.009853430225397216
Sissy_Spacek	wikicat_American_people_of_Czech_descent	997	1007	-10	-0.010030090270812437
Dieter_Van_Tornhout	wikicat_People_from_Ghent	14740	14901	-161	-0.010922659430122116
50_Cent	wikicat_Shoe_designers	15713	15902	-189	-0.01202825685737924
Xavier_Gravelaine	wikicat_SM_Caen_players	78	79	-1	-0.01282051282051282
Ethio-Somali_War	wikicat_Wars_involving_Yemen	10013	10143	-130	-0.012983121941476081
Tarbes	wikicat_Communes_of_Hautes-Pyrénées	12073	12243	-170	-0.014081007206162512
Olivia_Newton-John	wikicat_People_of_Welsh_descent	69	70	-1	-0.014492753623188406
Craig_David	wikicat_People_from_Southampton	15114	15342	-228	-0.015085351329892815
Gary_Moore	wikicat_Blues_musicians	188	191	-3	-0.015957446808510637
University_College_Dublin	wikicat_Universities_and_colleges_in_the_Republic_of_Ireland	11327	11516	-189	-0.016685795003089962
Montgomery_Clift	wikicat_LGBT_people	416	423	-7	-0.016826923076923076
Romford	wikicat_Post_towns_in_the_RM_postcode_area	16775	17058	-283	-0.016870342771982117
Alessio_Cerci	wikicat_Italy_youth_international_footballers	57	58	-1	-0.017543859649122806
Eric_Clapton	wikicat_Blues_guitarists	16483	16794	-311	-0.018867924528301886
James_Wong_(lyricist)	wikicat_Hong_Kong_writers	14254	14523	-269	-0.018871895608250314
Kalusha_Bwalya	wikicat_Zambian_expatriate_footballers	12453	12692	-239	-0.019192162531117
Joshua_Jackson	wikicat_American_male_child_actors	155	158	-3	-0.01935483870967742
Nicollette_Sheridan	wikicat_People_from_West_Sussex	15001	15294	-293	-0.01953203119792014
Frank_Launder	wikicat_People_from_Hertfordshire	14908	15202	-294	-0.019720955191843307
Monty_Python	wikicat_Charisma_Records_artists	15249	15551	-302	-0.01980457734933438
Chris_Coyne	wikicat_Luton_Town_F.C._players	343	350	-7	-0.02040816326530612
Abel_Xavier	wikicat_Hannover_96_players	193	197	-4	-0.02072538860103627
Kathy_Bates	wikicat_People_with_cancer	16408	16749	-341	-0.020782545099951245
Moscow_State_University	wikicat_Universities_in_Moscow	14897	15213	-316	-0.02121232462911996
Dave_Mitchell_(footballer)	wikicat_Seiko_players	14898	15215	-317	-0.021278023895824942
Henry_León	wikicat_Independiente_José_Terán_footballers	15395	15724	-329	-0.02137057486196817
Mikel_Arce	wikicat_CD_Constancia_footballers	13658	13959	-301	-0.022038365792941866
Roald_Dahl	wikicat_British_aviators	15250	15598	-348	-0.02281967213114754
Lisa_De_Vanna	wikicat_Linköpings_FC_players	219	224	-5	-0.0228310502283105
John_Adams	wikicat_People_from_Quincy,_Massachusetts	12786	13085	-299	-0.023384952291568905
Delta_Goodrem	wikicat_Australian_songwriters	42	43	-1	-0.023809523809523808
Fernando_Fernández_Escribano	wikicat_Diósgyőri_VTK_footballers	13985	14318	-333	-0.02381122631390776
Ryan_Miller_(soccer)	wikicat_Soccer_players_from_Illinois	14323	14672	-349	-0.024366403686378553
Milovan_Milović	wikicat_FK_Javor_Ivanjica_players	40	41	-1	-0.025
Gaston_Doumergue	wikicat_Knights_of_the_Elephant	39	40	-1	-0.02564102564102564
Óscar_Alcides_Mena	wikicat_Atlético_Madrid_footballers	78	80	-2	-0.02564102564102564
Mircea_Rednic	wikicat_Al-Nassr_FC_managers	13703	14056	-353	-0.02576078231044297
Bret_McKenzie	wikicat_Officers_of_the_New_Zealand_Order_of_Merit	13139	13482	-343	-0.02610548748002131
Kapurthala_district	wikicat_Districts_of_Punjab,_India	12798	13146	-348	-0.02719174871073605
Vaduz	wikicat_Subdivisions_of_Liechtenstein	15904	16338	-434	-0.027288732394366196
Gerry_Britton	wikicat_Livingston_F.C._players	36	37	-1	-0.027777777777777776
Dune_(film)	wikicat_1980s_science_fiction_films	36	37	-1	-0.027777777777777776
Burkhard_Segler	wikicat_1._FC_Bocholt_players	16026	16480	-454	-0.02832896543117434
Harvard_Business_School	wikicat_Business_schools_in_Massachusetts	13007	13377	-370	-0.028446221265472436
California	wikicat_States_and_territories_established_in_1850	16555	17035	-480	-0.028994261552401087
Jim_Rodwell	wikicat_Rushden_&amp;_Diamonds_F.C._players	33	34	-1	-0.030303030303030304
Jerzy_Skolimowski	wikicat_Polish_actors	15481	15952	-471	-0.030424391189199665
Kid_Rock	wikicat_American_libertarians	1461	1506	-45	-0.030800821355236138
Canterbury	wikicat_Post_towns_in_the_CT_postcode_area	14256	14697	-441	-0.030934343434343436
Lindsay_Lohan	wikicat_American_people_of_Irish_descent	32	33	-1	-0.03125
Jacques_Chirac	wikicat_Agriculture_ministers	1666	1719	-53	-0.03181272509003601
Luis_Flores_(basketball)	wikicat_Basketball_players_from_New_York	15201	15699	-498	-0.03276100256562068
Ben_Davis_(basketball)	wikicat_Makedonikos_B.C._players	15845	16369	-524	-0.033070369201640894
Foeke_Booy	wikicat_Al-Nassr_FC_managers	16314	16858	-544	-0.03334559274242981
Filmfare_Awards	wikicat_Indian_awards	15572	16098	-526	-0.03377857693295659
Altrincham_F.C.	wikicat_Association_football_clubs_established_in_1891	1670	1727	-57	-0.03413173652694611
Handball_Club_Leipzig	wikicat_Sports_clubs_established_in_1893	261	270	-9	-0.034482758620689655
Yorkshire_Dales	wikicat_National_parks_of_England_and_Wales	14076	14573	-497	-0.03530832622904234
Georg_Wilhelm_Friedrich_Hegel	wikicat_Philosophers_of_education	442	458	-16	-0.03619909502262444
Nanning_Wuxu_International_Airport	wikicat_Airports_established_in_1962	15462	16024	-562	-0.03634717371620748
Raul_Águas	wikicat_C.S._Marítimo_managers	14994	15541	-547	-0.036481259170334804
Robert_Robinson_(organic_chemist)	wikicat_Faraday_Lecturers	27	28	-1	-0.037037037037037035
Eugène_Ionesco	wikicat_French_people_of_Greek_descent	7493	7772	-279	-0.03723475243560657
Barack_Obama	wikicat_American_people_of_Swiss_descent	716	743	-27	-0.03770949720670391
Cruzeiro_Esporte_Clube	wikicat_Football_clubs_in_Belo_Horizonte	11151	11573	-422	-0.03784413953905479
Serhiy_Rozhok	wikicat_FC_Kryvbas_Kryvyi_Rih_players	26	27	-1	-0.038461538461538464
Michał_Kalecki	wikicat_Polish_economists	26	27	-1	-0.038461538461538464
Tyra_Banks	wikicat_LGBT_rights_activists_from_the_United_States	26	27	-1	-0.038461538461538464
Jean-Luc_Godard	wikicat_Swiss_film_directors	14823	15407	-584	-0.0393982324765567
Jeremiah_Denton	wikicat_Naval_War_College_alumni	15388	15995	-607	-0.039446321809201976
Oklahoma_City	wikicat_Cities_in_Cleveland_County,_Oklahoma	16584	17253	-669	-0.040340086830680175
LL_Cool_J	wikicat_Def_Jam_Recordings_artists	14817	15417	-600	-0.04049402713099818
Abruzzo	wikicat_States_and_territories_established_in_1963	10988	11434	-446	-0.04058973425555151
Søren_Kierkegaard	wikicat_Christian_ethicists	15343	15966	-623	-0.04060483608160073
Prince_Philip,_Duke_of_Edinburgh	wikicat_People_educated_at_Gordonstoun	16505	17179	-674	-0.04083611026961527
Jean-Luc_Godard	wikicat_French_film_editors	14767	15377	-610	-0.04130832261122774
M._T._Vasudevan_Nair	wikicat_Indian_short_story_writers	13968	14548	-580	-0.04152348224513173
Pierre_Pflimlin	wikicat_People_from_Alsace	6653	6934	-281	-0.04223658499924846
Jim_Adams_(soccer)	wikicat_Delaware_Wizards_players	12386	12910	-524	-0.04230582916195705
Hichem_Mezaïr	wikicat_WA_Tlemcen_players	15467	16154	-687	-0.04441714618219435
Barry_Manilow	wikicat_American_crooners	176	184	-8	-0.045454545454545456
Vladimir_Chelomey	wikicat_Kyiv_Polytechnic_Institute_alumni	14968	15651	-683	-0.04563067878140032
Jean-Emmanuel_Effa_Owona	wikicat_Cameroonian_expatriates_in_Qatar	14818	15501	-683	-0.04609259009312998
Pittsburgh	wikicat_Pennsylvania_populated_places_on_the_Ohio_River	12928	13526	-598	-0.04625618811881188
Giuseppe_Sannino	wikicat_Watford_F.C._managers	14945	15641	-696	-0.04657075945132151
André_Weil	wikicat_Aligarh_Muslim_University_alumni	16592	17368	-776	-0.0467695274831244
Frank_Morgan	wikicat_Stage_actors	42	44	-2	-0.047619047619047616
Leonid_Hurwicz	wikicat_Russian_economists	41	43	-2	-0.04878048780487805
Ljungskile_SK	wikicat_Football_clubs_in_Sweden	14591	15320	-729	-0.04996230553080666
Kamel_Larbi	wikicat_US_Sénart-Moissy_players	16041	16848	-807	-0.05030858425285207
New_Haven,_Connecticut	wikicat_Cities_in_New_Haven_County,_Connecticut	12752	13395	-643	-0.05042346298619824
George_Best	wikicat_Fort_Lauderdale_Strikers_(1977–83)_players	13866	14586	-720	-0.05192557334487235
Sevnica	wikicat_Cities_and_towns_in_Styria_(Slovenia)	12999	13675	-676	-0.05200400030771598
Chuck_Norris	wikicat_American_martial_artists	13510	14213	-703	-0.052035529237601776
Stephenie_Meyer	wikicat_American_children's_writers	268	282	-14	-0.05223880597014925
Ashgabat	wikicat_Provinces_of_Turkmenistan	15347	16153	-806	-0.05251840750635303
George_Berkeley	wikicat_Philosophers_of_science	19	20	-1	-0.05263157894736842
Keanu_Reeves	wikicat_Canadian_people_of_Chinese_descent	16668	17561	-893	-0.053575713942884566
Aristide_Briand	wikicat_People_from_Nantes	13990	14744	-754	-0.053895639742673335
Bruno_Simão	wikicat_Expatriate_footballers_in_Slovakia	74	78	-4	-0.05405405405405406
John_F._Kennedy	wikicat_Roman_Catholic_heads_of_government	15792	16651	-859	-0.054394630192502534
Ersin_Mehmedović	wikicat_FC_Unirea_Urziceni_players	182	192	-10	-0.054945054945054944
Matt_Taylor_(footballer)	wikicat_Charlton_Athletic_F.C._players	91	96	-5	-0.054945054945054944
Martin_Rees,_Baron_Rees_of_Ludlow	wikicat_People_from_York	15533	16387	-854	-0.05497972059486255
Sylvia_Plath	wikicat_Glascock_Prize_winners	14114	14891	-777	-0.05505172169477115
Delta_Goodrem	wikicat_Singers_from_Sydney	12512	13215	-703	-0.05618606138107417
University_of_Calgary	wikicat_Educational_institutions_established_in_1966	13664	14448	-784	-0.05737704918032787
Chien-Shiung_Wu	wikicat_Writers_from_Shanghai	10124	10706	-582	-0.057487159225602526
Republican_Party_(United_States)	wikicat_Political_parties_established_in_1854	13469	14246	-777	-0.0576880243522162
Hussein_of_Jordan	wikicat_People_from_Amman	15369	16258	-889	-0.057843711367037545
Antonio_Rizzolo	wikicat_Ternana_Calcio_players	85	90	-5	-0.058823529411764705
Sarah_Huffman	wikicat_Expatriate_footballers_in_Norway	34	36	-2	-0.058823529411764705
Stan_Laurel	wikicat_Hal_Roach_Studios_actors	14342	15199	-857	-0.05975456700599637
Debbie_Reynolds	wikicat_Actresses_from_Texas	516	547	-31	-0.060077519379844964
Lionel_Messi	wikicat_FIFA_World_Cup_players	15420	16348	-928	-0.06018158236057069
Richard_Dawkins	wikicat_British_secularists	488	518	-30	-0.06147540983606557
Shpëtim_Babaj	wikicat_People_from_Pristina	15250	16189	-939	-0.06157377049180328
Luis_García_(footballer,_born_1978)	wikicat_Atlético_Madrid_footballers	16	17	-1	-0.0625
Dan_Aykroyd	wikicat_Canadian_male_comedians	16	17	-1	-0.0625
Rosa_Luxemburg	wikicat_Assassinated_politicians	48	51	-3	-0.0625
David_Coverdale	wikicat_People_from_North_Yorkshire	4491	4772	-281	-0.06256958361166778
Steven_Pelé	wikicat_CFM_U_Cluj_players	205	218	-13	-0.06341463414634146
John_W._Campbell_Memorial_Award_for_Best_Science_Fiction_Novel	wikicat_Awards_established_in_1973	14104	15000	-896	-0.06352807714123652
Beaufort,_South_Carolina	wikicat_Populated_places_in_Beaufort_County,_South_Carolina	9995	10632	-637	-0.06373186593296648
King_Khalid_International_Airport	wikicat_Airports_in_Saudi_Arabia	14930	15912	-982	-0.06577361018084393
Sebastian_Helbig	wikicat_FC_Energie_Cottbus_players	30	32	-2	-0.06666666666666667
Artavazd_Karamyan	wikicat_FC_Rapid_București_players	30	32	-2	-0.06666666666666667
Líder_Mármol	wikicat_Club_Sol_de_América_footballers	75	80	-5	-0.06666666666666667
Syarhey_Kuznyatsow	wikicat_FC_Dinamo_Brest_players	13713	14637	-924	-0.06738131699846861
Zlatan_Ibrahimović	wikicat_A.C._Milan_players	293	313	-20	-0.06825938566552901
Houston	wikicat_Capitals_of_former_nations	29	31	-2	-0.06896551724137931
Arthur_Moses	wikicat_Ghanaian_expatriates_in_Nigeria	12273	13123	-850	-0.0692577201988104
Bill_Evans	wikicat_Riverside_Records_artists	14680	15709	-1029	-0.07009536784741144
Guy_Feutchine	wikicat_Kallithea_F.C._players	1196	1281	-85	-0.07107023411371237
Lee_Chapman	wikicat_Expatriate_footballers_in_Norway	14	15	-1	-0.07142857142857142
Gianfranco_Labarthe	wikicat_Huddersfield_Town_F.C._players	14	15	-1	-0.07142857142857142
Awvee_Storey	wikicat_New_Yorker_Phantoms_Braunschweig_players	14	15	-1	-0.07142857142857142
Luís_Eduardo_Schmidt	wikicat_Brazilian_people_of_German_descent	13130	14068	-938	-0.07143945163747144
Vladimir_Chelomey	wikicat_Early_spaceflight_scientists	14258	15294	-1036	-0.0726609622667976
Amartya_Sen	wikicat_Feminist_economists	14126	15159	-1033	-0.07312756619000425
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_royal_consorts	16241	17430	-1189	-0.07320977772304661
Nokia	wikicat_Electronics_companies	12551	13480	-929	-0.07401800653334396
Sanchez_Watt	wikicat_Arsenal_F.C._players	67	72	-5	-0.07462686567164178
Jim_Adams_(soccer)	wikicat_Cincinnati_Excite_players	14841	15965	-1124	-0.0757361363789502
Rhenen	wikicat_Subdivisions_of_the_Netherlands	13506	14544	-1038	-0.07685473123056419
Oleh_Taran	wikicat_FC_Metalurh_Zaporizhya_players	13	14	-1	-0.07692307692307693
UB_Conquense	wikicat_Football_clubs_in_Spain	380	410	-30	-0.07894736842105263
Craig_Beattie	wikicat_Association_football_forwards	25	27	-2	-0.08
Germany	wikicat_Federal_countries	25	27	-2	-0.08
Faith_Evans	wikicat_American_hip_hop_singers	25	27	-2	-0.08
Gary_Cole	wikicat_People_from_Park_Ridge,_Illinois	15120	16366	-1246	-0.0824074074074074
Minnesota	wikicat_States_and_territories_established_in_1858	12217	13227	-1010	-0.0826716869935336
Miloš_Kolaković	wikicat_Expatriate_footballers_in_Hungary	12	13	-1	-0.08333333333333333
Roque_Santa_Cruz	wikicat_Paraguay_international_footballers	36	39	-3	-0.08333333333333333
Weston-super-Mare_A.F.C.	wikicat_Southern_Football_League_clubs	12	13	-1	-0.08333333333333333
Manuel_Preciado_Rebolledo	wikicat_Racing_de_Santander_footballers	24	26	-2	-0.08333333333333333
Will_Gregory	wikicat_British_synthpop_new_wave_musicians	24	26	-2	-0.08333333333333333
Athens	wikicat_Ancient_Greek_sites_in_Greece	14912	16164	-1252	-0.08395922746781116
Serghei_Rogaciov	wikicat_FC_Sheriff_Tiraspol_players	1173	1272	-99	-0.08439897698209718
Anthony_Eden	wikicat_Younger_sons_of_baronets	15126	16416	-1290	-0.0852836176120587
Carlos_Pavón	wikicat_Expatriate_footballers_in_Guatemala	210	228	-18	-0.08571428571428572
Bret_McKenzie	wikicat_New_Zealand_male_comedians	12068	13116	-1048	-0.08684123301292675
Alan_Ladd	wikicat_People_from_Hot_Springs,_Arkansas	12555	13661	-1106	-0.08809239346873755
Netanya	wikicat_Populated_places_established_in_1928	10937	11901	-964	-0.08814117216787053
George_R._R._Martin	wikicat_American_conscientious_objectors	15440	16807	-1367	-0.08853626943005181
