Dennis_Cagara	wikicat_Brøndby_IF_players
Marcos_Assunção	wikicat_Expatriate_footballers_in_Spain
Vladimir_Nabokov	wikicat_Literary_theorists
Wellfleet,_Massachusetts	wikicat_Populated_coastal_places_in_Massachusetts
CA_Osasuna_B	wikicat_Association_football_clubs_established_in_1964
Tori_Amos	wikicat_Island_Records_artists
FC_Gütersloh_2000	wikicat_Women's_association_football_clubs
Niels_Bohr	wikicat_People_from_Copenhagen
Daniel_Dennett	wikicat_Philosophers_of_science
Leandro_Fonseca_(footballer_born_1975)	wikicat_Brazilian_expatriate_footballers
Gary_Emmanuel	wikicat_Llanelli_A.F.C._players
Ricky_Gervais	wikicat_British_artists
Pierre_Joxe	wikicat_Politicians_from_Paris
Kevin_Williamson_(screenwriter)	wikicat_LGBT_writers
FC_Bayern_Munich	wikicat_Multi-sport_clubs_in_Germany
Isabella_Rossellini	wikicat_Italian_film_actors
Order_of_Lenin	wikicat_Awards_disestablished_in_1991
Wayne_Clarke_(footballer)	wikicat_Leicester_City_F.C._players
Fabrice_Pancrate	wikicat_FC_Sochaux-Montbéliard_players
Massimo_Margiotta	wikicat_Serie_A_footballers
Masahiro_Ando_(footballer)	wikicat_J._League_Division_2_players
Grigol_Dolidze	wikicat_Living_people
Uwe_Rapolder	wikicat_Rot_Weiss_Ahlen_managers
Fernando_Collor_de_Mello	wikicat_Brazilian_politicians
Hugo_Grotius	wikicat_Dutch_Protestant_theologians
Doug_Wark	wikicat_San_Jose_Earthquakes_(1974–88)_players
Aleksei_Rebko	wikicat_Living_people
Gwen_Stefani	wikicat_Rock_singers
Argentina	wikicat_States_and_territories_established_in_1816
Gilberto_Alves	wikicat_Brazilian_expatriate_footballers
Laryea_Kingston	wikicat_Expatriate_footballers_in_Libya
Carole_King	wikicat_American_female_pop_singers
Jaipur	wikicat_Former_Indian_capital_cities
FK_Dinamo_Vranje	wordnet_club_108227214
Liangshan_Yi_Autonomous_Prefecture	wordnet_state_108654360
Papua_New_Guinea	wikicat_Member_states_of_the_Commonwealth_of_Nations
Amir_Azmy	wikicat_Living_people
Armageddon_(1998_film)	wikicat_Films_produced_by_Jerry_Bruckheimer
Pasadena,_California	wikicat_Cities_in_Southern_California
Horst_Hrubesch	wikicat_Rot-Weiss_Essen_players
Maya_Angelou	wikicat_Women
Rolando_Schiavi	wikicat_Grêmio_Foot-Ball_Porto_Alegrense_players
Romuald_Peiser	wikicat_Bayer_04_Leverkusen_II_players
Jesper_Blomqvist	wikicat_Charlton_Athletic_F.C._players
Kiev	wikicat_World_Heritage_Sites_in_Ukraine
Athens	wikicat_Ancient_Greek_cities
Dave_Cousins	wikicat_British_musicians
Miguel_Ángel_Nieto	wikicat_Living_people
Edgar_Wallace	wikicat_People_from_London
Province_of_Florence	wikicat_Provinces_of_Italy
Armen_Shahgeldyan	wikicat_Hapoel_Petah_Tikva_F.C._players
Austria	wikicat_Countries
Bryan_Small	wikicat_Living_people
Ömer_Erdoğan	wikicat_Turkish_footballers
Catanha	wikicat_Segunda_División_B_footballers
Louis_Mermaz	wikicat_Government_spokespersons_of_France
Swindon_Supermarine_F.C.	wikicat_Association_football_clubs_established_in_1992
Freeman_Dyson	wikicat_Lorentz_Medal_winners
Edmund_Gwenn	wikicat_People_from_Wandsworth
Mehmet_Yıldız	wikicat_Karabükspor_footballers
Clube_Atlético_Bragantino	wikicat_Football_clubs_in_São_Paulo_(state)
Andreas_Lipa	wikicat_Wiener_Sport-Club_players
Western_United_States	wikicat_Western_United_States
Guy_Berryman	wikicat_English_bass_guitarists
Isaiah_Berlin	wikicat_Jewish_philosophers
Michelle_Yeoh	wikicat_21st-century_Malaysian_actresses
Brad_Dourif	wikicat_American_male_television_actors
Nelson_Cuevas	wikicat_Xian_Chanba_players
Pesaro	wikicat_Cities_and_towns_in_Italy
Karl_Marx	wikicat_Economic_historians
Partick_Thistle_F.C.	wikicat_Association_football_clubs_established_in_1876
Peterborough	wikicat_Populated_places_in_Cambridgeshire
Dumitru_Mitu	wikicat_Romanian_expatriates_in_Croatia
Cláudio_Pitbull	wikicat_Expatriate_footballers_in_Turkey
Graeme_Jones	wikicat_Living_people
Teramo	wikicat_Cities_and_towns_in_Italy
Doris_Lessing	wikicat_English_women_writers
Eduard_Văluţă	wikicat_Lokomotiv_Astana_players
Dominique_de_Villepin	wikicat_Living_people
Felix_Ademola	wikicat_Expatriate_footballers_in_Belgium
László_Lovász	wikicat_Hungarian_computer_scientists
Tony_Daws	wikicat_English_footballers
R.C.D._Mallorca	wordnet_club_108227214
Mia_Farrow	wikicat_21st-century_actresses
Margaret_Sullavan	wikicat_People_from_Norfolk,_Virginia
Jason_Statham	wikicat_British_models
Friesland	wikicat_Seventeen_Provinces
Ceredigion	wikicat_Historic_counties_of_Wales
Rayo_Vallecano	wordnet_club_108227214
Fabrice_Begeorgi	wikicat_Amiens_SC_players
Quezon_City	wikicat_Former_national_capitals
CS_Universitatea_Craiova_(football)	wordnet_club_108227214
Larry_David	wikicat_Jewish_male_comedians
Bujumbura	wikicat_Communes_of_Burundi
Kubilay_Türkyilmaz	wikicat_Servette_FC_players
William_Faulkner	wikicat_Nobel_laureates_in_Literature
İstanbul_Büyükşehir_Belediyespor_(football)	wikicat_Companies_listed_on_the_Istanbul_Stock_Exchange
Tony_Curtis	wikicat_Western_(genre)_film_actors
Serge_Gainsbourg	wikicat_French_singers
Martín_Bonjour	wikicat_Major_League_Soccer_players
Moderate_Party	wikicat_Liberal_parties
Bob_Marley	wikicat_Jamaican_male_singers
Giovanni_Orfei	wikicat_U.S._Salernitana_1919_players
Rivers_Cuomo	wikicat_Songwriters_from_California
Marius_Lăcătuș	wikicat_FC_Steaua_București_players
Luc_Nijholt	wikicat_Premier_League_players
McMaster_University	wikicat_Organizations_based_in_Ontario
Germany_national_under-21_football_team	wikicat_European_national_under-21_association_football_teams
Montenegro	wikicat_Member_states_of_the_United_Nations
Valéry_Giscard_d'Estaing	wikicat_Mayors_of_places_in_France
Francesco_Cossiga	wikicat_Italian_legal_scholars
Luciano_Galletti	wikicat_Association_football_wingers
Steven_Spielberg	wikicat_Actors_from_Los_Angeles,_California
Ithaca,_New_York	wikicat_Cities_in_New_York
Fort_Lauderdale,_Florida	wikicat_County_seats_in_Florida
Champaign,_Illinois	wikicat_Cities_in_Champaign_County,_Illinois
Katrineholm_Municipality	wikicat_Municipalities_of_Sweden
Eastern_Anatolia	wikicat_Subdivisions_of_Turkey
Charles_de_Gaulle	wikicat_People_sentenced_to_death_in_absentia
Paul_Krugman	wikicat_American_Nobel_laureates
Vitaliy_Postranskyi	wikicat_FK_Simurq_Zaqatala_players
Viktor_Fomin	wikicat_FC_CSKA_Kyiv_managers
David_Lynch	wikicat_American_artists
Kalifa_Cissé	wikicat_Derby_County_F.C._players
Hervé_Gaymard	wikicat_École_nationale_d'administration_alumni
Lev_Landau	wikicat_Jewish_atheists
Prathap_K._Pothan	wikicat_Male_actors_in_Telugu_cinema
Abbie_Hoffman	wikicat_American_anti–Vietnam_War_activists
Čakovec	wikicat_Populated_places_in_Međimurje_County
Dietmar_Beiersdorfer	wikicat_Hamburger_SV_players
William_Thomson,_1st_Baron_Kelvin	wikicat_Elders_of_the_Church_of_Scotland
Rafael_Jacques	wikicat_Esporte_Clube_Santo_André_players
Negev	wikicat_Deserts
Reece_Gaines	wikicat_Louisville_Cardinals_men's_basketball_players
Miami_Heat	wordnet_team_108208560
Marko_Simić	wikicat_Süper_Lig_players
Junior_Agogo	wikicat_Chester_City_F.C._players
Ejike_Ugboaja	wikicat_Basketball_players_at_the_2012_Summer_Olympics
Pedro_Almodóvar	wikicat_LGBT_people
California_Institute_of_Technology	wikicat_Educational_institutions_established_in_1891
Gustaf_VI_Adolf_of_Sweden	wikicat_Dukes_of_Swedish_Provinces
Albert_Einstein	wikicat_People_from_Bern
Juan_Carlos_Lorenzo	wikicat_Racing_Club_de_Avellaneda_managers
Key_West,_Florida	wikicat_Cities_in_Monroe_County,_Florida
Evander_Sno	wikicat_Belgian_Pro_League_players
Nairobi	wikicat_Populated_places_established_in_1899
Nicholas_Ray	wikicat_People_from_Trempealeau_County,_Wisconsin
François_Fillon	wikicat_21st-century_French_politicians
Simon_Donaldson	wikicat_20th-century_mathematicians
Yakima_Sun_Kings	wikicat_Sports_clubs_disestablished_in_2008
Dewsbury	wikicat_Market_towns_in_West_Yorkshire
Gaston_Bachelard	wordnet_philosopher_110423589
Lev_Shestov	wikicat_Ukrainian_philosophers
Technical_University_of_Berlin	wordnet_university_108286569
Tony_Caig	wikicat_Scottish_Premier_League_players
Sydney	wikicat_Metropolitan_areas_of_Australia
Nassaji_Mazandaran_F.C.	wikicat_Association_football_clubs_established_in_1960
Porto	wikicat_Populated_coastal_places_in_Portugal
Gold_Coast_United_FC	wikicat_Defunct_association_football_clubs
Clay_Walker	wikicat_Musicians_from_Texas
Michael_Atiyah	wikicat_Fellows_of_the_German_Academy_of_Sciences_Leopoldina
Burgas_Airport	wordnet_airport_102692232
Chicago_Fire_Premier	wikicat_Reserve_soccer_teams_in_the_United_States
Magdeburg	wikicat_Cities_in_Saxony-Anhalt
David_González_Giraldo	wikicat_Atlético_Nacional_footballers
France_national_football_team	wikicat_National_sports_teams_of_France
Tekirdağ	wikicat_Cities_in_Turkey
Zvonimir_Vukić	wikicat_Expatriate_footballers_in_the_United_Kingdom
Augsburg	wikicat_Imperial_free_cities
Bayard_Elfvin	wikicat_USL_First_Division_players
Alaa_Abdul-Zahra	wikicat_Al-Khor_Sports_Club_players
Niels_Bohr	wikicat_Theoretical_chemists
Fritz_Lang	wikicat_Silent_film_directors
Park_Dong-hyuk	wikicat_Olympic_footballers_of_South_Korea
Cleonésio_Carlos_da_Silva	wikicat_FC_Saturn_Ramenskoye_players
Subrahmanyan_Chandrasekhar	wikicat_Indian_physicists
Yuma,_Arizona	wikicat_Populated_places_in_Yuma_County,_Arizona
Melun	wikicat_Native_populated_places_in_ancient_Gaul
Nantes	wikicat_Prefectures_in_France
William_Beaudine	wikicat_Film_directors_from_New_York_City
Felipe_Jorge_Loureiro	wikicat_Süper_Lig_players
Charles_Stross	wikicat_Living_people
Mark_Kerr_(footballer)	wikicat_Living_people
Inverness	wikicat_Populated_places_in_Highland_(council_area)
Marin_Petrov	wikicat_Expatriate_footballers_in_Greece
Tristan_Tzara	wikicat_French_people
William_Faulkner	wikicat_Modernist_writers
Veneto	wikicat_Wine_regions_of_Italy
Pierre_Louis_Maupertuis	wikicat_French_biologists
FC_Barcelona_B	wordnet_club_108227214
Andy_Mitchell_(footballer_born_1907)	wikicat_Darlington_F.C._players
Jimmy_Carter	wikicat_State_governors_of_the_United_States
Reece_Gaines	wikicat_Orlando_Magic_players
Baia_Mare	wikicat_Cities_in_Romania
Willem-Alexander_of_the_Netherlands	wikicat_Dutch_people_of_German_descent
Pierre-Joseph_Proudhon	wikicat_19th-century_economists
Junior_Agogo	wikicat_Oldham_Athletic_A.F.C._players
Javad_Kazemian	wikicat_Iranian_people
Héctor_Alterio	wikicat_Argentine_expatriates_in_Spain
Jaime_Rodríguez	wikicat_People_from_San_Salvador
English_language	wikicat_Languages_of_Cyprus
Douglas_Engelbart	wikicat_Electrical_engineers
Liga_Profesional_de_Baloncesto	wikicat_Sports_leagues_in_Venezuela
Djibouti	wikicat_Countries_in_Africa
Gustav_Kirchhoff	wikicat_German_engineers
United_Arab_Emirates	wikicat_Arabic-speaking_countries_and_territories
Mercedes_Lackey	wikicat_Women_short_story_writers
Brendan_Markey	wikicat_Shamrock_Rovers_F.C._players
Freiburg	wikicat_Populated_places_established_in_the_12th_century
Mauro_Bressan	wikicat_Serie_B_footballers
Paul_Okon	wikicat_Expatriate_footballers_in_Italy
Kevin_Williamson_(screenwriter)	wikicat_American_screenwriters
Stevie_Wonder	wikicat_American_male_singers
Nancy	wordnet_administrative_district_108491826
Woody_Guthrie	wikicat_Vanguard_Records_artists
Stephen_Hawking	wikicat_Academics_of_the_University_of_Cambridge
Dong-a_University	wordnet_university_108286569
Brazil	wikicat_Member_states_of_the_Community_of_Portuguese_Language_Countries
Nobel_Memorial_Prize_in_Economic_Sciences	wikicat_Economics_awards
Finn_Harps_F.C.	wordnet_club_108227214
Irvine_Welsh	wikicat_Writers
Chris_Martin	wikicat_English_rock_guitarists
Jarvis_Cocker	wikicat_Pop_musicians
Nebula_Award	wordnet_award_106696483
Norwich	wikicat_County_towns_in_England
Marin_County	wordnet_administrative_district_108491826
Zigor_Aranalde	wikicat_Albacete_Balompié_footballers
İbrahim_Kaş	wikicat_Elazığspor_footballers
Order_of_the_Black_Eagle	wikicat_Orders_of_knighthood_of_Germany
FC_Seoul	wordnet_club_108227214
Alexander_Haig	wikicat_Georgetown_University_alumni
Carlos_Aguiar	wikicat_Uruguayan_expatriates_in_Portugal
Second_Congo_War	wordnet_conflict_100958896
Hussein_Yasser	wikicat_Manchester_United_F.C._players
Martin_Buber	wikicat_Utopian_socialists
Lenílson_Batista_de_Souza	wikicat_Marília_Atlético_Clube_players
Accrington_Stanley_F.C.	wikicat_Football_League_clubs
Henri_Poincaré	wikicat_Algebraic_geometers
Mário_Jardel	wikicat_Brazilian_expatriate_footballers
Ion_Vlădoiu	wikicat_FC_Dinamo_București_players
George_Santayana	wikicat_19th-century_philosophers
NK_Kamen_Ingrad	wikicat_Football_clubs_in_Croatia
Windsor_County,_Vermont	wikicat_Populated_places_established_in_1781
Raymond_Poincaré	wikicat_Democratic_Republican_Alliance_politicians
Marcelo_José_da_Silva	wikicat_Brazilian_footballers
Diana_Dors	wordnet_person_100007846
AFC_Ajax	wikicat_Football_clubs_in_the_Netherlands
Gavin_Rossdale	wikicat_Jewish_musicians
Cleveland	wikicat_Populated_places_established_in_1796
Vladimir_Chelomey	wikicat_Soviet_physicists
Italy	wikicat_Member_states_of_the_European_Union
Hartlepool_United_F.C.	wordnet_club_108227214
Renée_Zellweger	wikicat_American_voice_actresses
Djamel_Belmadi	wikicat_Southampton_F.C._players
Steve_Kinsey_(footballer)	wikicat_Molde_FK_players
Vranje	wordnet_administrative_district_108491826
Don_Siegel	wikicat_American_actors
Gerald_Ford	wikicat_Yale_Law_School_alumni
Don_Siegel	wikicat_Alumni_of_Jesus_College,_Cambridge
Oliver_Hardy	wikicat_People_from_Georgia_(U.S._state)
Marcus_Marin	wikicat_Fortuna_Düsseldorf_players
Valentyn_Slyusar	wikicat_FC_Metalist_Kharkiv_players
Bill_Melendez	wikicat_Mexican_film_directors
Juan_Manuel_Olivera	wikicat_Uruguayan_expatriates_in_Brazil
Carlisle_United_F.C.	wikicat_Football_clubs_in_Cumbria
A.C._Savoia_1908	wikicat_Italian_football_First_Division_clubs
Tori_Amos	wikicat_People_from_Catawba_County,_North_Carolina
Darmstadt	wordnet_location_100027167
Nakhon_Pathom	wikicat_Cities_and_towns_in_Thailand
RCD_Espanyol	wikicat_Football_clubs_in_Barcelona
Tristan_Tzara	wikicat_20th-century_French_diplomats
Julio_Cortázar	wikicat_Argentine_translators
Kurt_Linder	wikicat_Ligue_1_players
Denis_Caniza	wikicat_Paraguay_international_footballers
Kate_Bush	wikicat_Alternative_rock_pianists
Navy_Cross	wikicat_American_awards
Tours	wordnet_commune_108541609
Carrara	wikicat_Cities_and_towns_in_Tuscany
Kelsey_Grammer	wikicat_American_people
Dave_Morley	wikicat_Players_in_the_Welsh_Premier_League
University_of_Vermont	wikicat_Land-grant_universities_and_colleges
Patrick_White	wikicat_English_emigrants_to_Australia
Ion_Vlădoiu	wikicat_Bundesliga_players
Fernando_de_Ornelas	wikicat_C.S._Marítimo_players
Karim_Soltani	wikicat_Algerian_expatriates_in_Greece
Kenneth_Arrow	wikicat_People_from_New_York_City
Belarus_national_under-21_football_team	wordnet_football_team_108080025
Dubai	wikicat_Cities_in_the_United_Arab_Emirates
PFC_Botev_Plovdiv	wikicat_Football_clubs_in_Bulgaria
Pierre_Bérégovoy	wikicat_Mayors_of_places_in_France
Socialist_Federal_Republic_of_Yugoslavia	wikicat_Former_Slavic_countries
Cristian_Raúl_Ledesma	wikicat_C.F._Monterrey_footballers
Maria_Theresa_of_Austria	wikicat_Archdukes_of_Austria
Andrew_Barisić	wikicat_South_China_AA_footballers
Bahman_Tahmasebi	wikicat_Fajr_Sepasi_players
Angers_SCO	wikicat_Association_football_clubs_established_in_1919
Ruth_Rendell	wikicat_20th-century_women_writers
Garra_Dembélé	wikicat_Living_people
Athens	wikicat_New_Testament_places
Leandro_Caruso	wikicat_Club_Atlético_Vélez_Sársfield_footballers
Bremen_(state)	wikicat_States_of_the_German_Confederation
NK_Olimpija_Ljubljana_(2005)	wikicat_Association_football_clubs_established_in_2005
Robert_Fogel	wikicat_Columbia_University_alumni
Paula_Abdul	wikicat_American_television_producers
Compton,_California	wikicat_California_Enterprise_Zones
Davide_Possanzini	wikicat_Expatriate_footballers_in_Switzerland
Ludwig_Boltzmann	wikicat_Theoretical_physicists
Mark_Danks	wikicat_Bromsgrove_Rovers_F.C._players
George_Best	wikicat_Tobermore_United_F.C._players
Marie_Henriette_of_Austria	wikicat_Queens
Mitt_Romney	wikicat_Marriott_International_people
Niagara_Falls,_Ontario	wordnet_administrative_district_108491826
Rzeszów	wordnet_administrative_district_108491826
Leopold_II_of_Belgium	wikicat_19th-century_monarchs_in_Europe
Iggy_Pop	wikicat_American_heavy_metal_singers
Demy_de_Zeeuw	wikicat_Indo_people
Anthony_Bonner	wikicat_American_expatriate_basketball_people_in_Italy
E._G._Marshall	wikicat_American_male_film_actors
Mário_Jardel	wikicat_Grêmio_Foot-Ball_Porto_Alegrense_players
Logan_Bailly	wikicat_Living_people
Forest_Heath	wikicat_Non-metropolitan_districts_of_Suffolk
Ricardo_Montalbán	wikicat_Chrysler_people
Danijel_Cesarec	wikicat_People_from_Slavonski_Brod
East_Midlands	wordnet_region_108630039
David_Brown_(footballer,_born_1978)	wikicat_Rushden_&amp;_Diamonds_F.C._players
Serginho_Chulapa	wikicat_1982_FIFA_World_Cup_players
Gary_Shelton	wikicat_Aston_Villa_F.C._players
University_of_Madras	wikicat_Organizations_established_in_1857
Robert_Robinson_(organic_chemist)	wikicat_English_chemists
Hans_Eskilsson	wikicat_Association_football_defenders
Henry_Fonda	wikicat_Actors
Scottish_National_Party	wikicat_Organisations_based_in_Edinburgh
Huddersfield_Town_F.C.	wikicat_Football_League_clubs
Maureen_O'Sullivan	wikicat_People_from_Dublin_(city)
University_of_Strasbourg	wikicat_Universities_and_colleges_in_France
Viveca_Lindfors	wikicat_Swedish_actresses
Wales_national_under-19_football_team	wikicat_European_national_under-19_association_football_teams
Malik_Fathi	wikicat_1._FSV_Mainz_05_II_players
Jaroslav_Šedivec	wikicat_FC_Viktoria_Plzeň_players
Estudiantes_de_La_Plata	wikicat_Football_clubs_in_Buenos_Aires_Province
Jerry_Brown	wikicat_American_lawyers
Tommy_Christensen	wikicat_2._Bundesliga_players
Šumadija	wordnet_administrative_district_108491826
Debbie_Reynolds	wikicat_Actors_from_Texas
Montesquieu	wikicat_People_from_Gironde
San_Juan,_Puerto_Rico	wikicat_Port_cities_in_Puerto_Rico
Turan_Tovuz_PFK	wikicat_Football_clubs_in_Azerbaijan
Alexander_Graham_Bell	wikicat_Fellows_of_the_American_Academy_of_Arts_and_Sciences
Kubilay_Türkyilmaz	wikicat_People_from_Bellinzona
Hardin_County	wordnet_county_108546183
Carl_Sagan	wikicat_Rahway_High_School_alumni
FC_Dynamo_Kyiv	wikicat_Unrelegated_association_football_clubs
Campo_Grande	wikicat_State_capitals_in_Brazil
Winston_Churchill	wikicat_Secretaries_of_State_for_Air_(UK)
Isaiah_Berlin	wikicat_Fellows_of_the_American_Academy_of_Arts_and_Sciences
Pawan_Kalyan	wikicat_Indian_male_film_actors
Melun	wordnet_commune_108541609
Annabelle's_Wish	wikicat_Films_featuring_anthropomorphic_characters
André_Luiz_Rodrigues_Lopes	wikicat_AEP_Paphos_players
Hunter_S._Thompson	wikicat_American_sports_journalists
Bela_B.	wikicat_Ethnic_German_people
Federico_Giunti	wikicat_A.C._Milan_players
Guarda_District	wikicat_Districts_of_Portugal
John_McCain	wikicat_United_States_Navy_officers
Ion_Dragoumis	wikicat_Greek_nationalists
N'djili_Airport	wikicat_Airports_in_the_Democratic_Republic_of_the_Congo
Głubczyce_County	wikicat_Counties_of_Poland
Fritz_Lang	wikicat_Austrian_people
Goran_Gavrančić	wikicat_Superleague_Greece_players
Jerry_Seinfeld	wikicat_21st-century_American_male_actors
Viktor_Melnyk	wikicat_Ukrainian_expatriate_footballers
Mark_Twain	wikicat_American_philanthropists
Michael_Proctor	wikicat_Rotherham_United_F.C._players
Mitt_Romney	wikicat_People_from_La_Jolla,_San_Diego
Revaz_Gotsiridze	wikicat_Expatriate_footballers_in_Ukraine
Deportivo_Cali	wordnet_club_108227214
Tony_Curtis	wikicat_People_from_New_York_City
Moscow_State_University	wikicat_Universities_and_colleges_in_Russia
Frédéric_Bastiat	wikicat_Classical_economists
Domenico_Di_Carlo	wikicat_U.S._Lecce_players
Paul_Verlaine	wikicat_LGBT_people_from_France
Burma	wikicat_States_and_territories_established_in_1948
North_America	wordnet_continent_109254614
Chris_Carter_(screenwriter)	wikicat_Film_directors_from_California
Wes_Thomas	wikicat_Fisher_Athletic_F.C._players
C.R._Caála	wikicat_Football_clubs_in_Angola
Oklahoma_City	wordnet_administrative_district_108491826
Vladimir_Chelomey	wikicat_USSR_State_Prize_winners
Pervez_Musharraf	wikicat_People_of_the_Balochistan_conflict
Miroslav_Sovič	wikicat_FK_Baumit_Jablonec_players
Leo_Van_der_Elst	wikicat_Belgium_international_footballers
Perugia	wikicat_Baroque_sites_of_Umbria
Tallinn	wikicat_Cities_and_towns_in_Estonia
Angelina_Jolie	wikicat_American_screenwriters
Siedlce_County	wordnet_administrative_district_108491826
Aristide_Briand	wikicat_French_lawyers
Petter_Belsvik	wikicat_Stabæk_Fotball_players
Hal_Law	wikicat_Writers_from_Chicago,_Illinois
Arlington_(Virginia)	wikicat_Cities_in_Virginia
Bristol_City_F.C.	wikicat_Association_football_clubs_established_in_1894
Justin_Fashanu	wikicat_West_Ham_United_F.C._players
Henri_Poincaré	wikicat_French_physicists
Héctor_González_(Venezuelan_footballer)	wikicat_Bulgarian_A_Professional_Football_Group_players
Newcastle_upon_Tyne	wikicat_Local_government_districts_of_North_East_England
Charlotte_Gainsbourg	wikicat_Women
Ken_DeMange	wikicat_The_Football_League_players
Sofia_Coppola	wordnet_person_100007846
Oak_Lawn,_Illinois	wikicat_Populated_places_in_Cook_County,_Illinois
Frankfurt	wikicat_Imperial_free_cities
Vietnam_War	wikicat_Civil_wars
Montesquieu	wikicat_Early_modern_philosophers
Pavel_Pergl	wikicat_2._Bundesliga_players
England_national_under-21_football_team	wikicat_European_national_under-21_association_football_teams
Giuseppe_Moro	wikicat_Association_football_goalkeepers
Tod_Browning	wikicat_20th-century_American_male_actors
Marie_Fredriksson	wikicat_English-language_singers
Sam_Morrow	wikicat_Association_football_forwards
Anthony_Franciosa	wikicat_Western_(genre)_film_actors
Robert_Anton_Wilson	wikicat_American_people_of_Irish_descent
Gwen_Stefani	wikicat_American_pop_singers
Fabrice_Pancrate	wikicat_French_footballers
Alen_Marcina	wikicat_Croatian_expatriates_in_Iceland
Zé_Ramalho	wikicat_Brazilian_singers
Maria_Bello	wikicat_LGBT_people_from_Pennsylvania
Lake_Charles,_Louisiana	wordnet_administrative_district_108491826
Patricio_Pérez	wikicat_Argentine_footballers
Fernando_de_Ornelas	wikicat_Odds_BK_players
Latvia	wikicat_Countries_in_Europe
Ontario	wordnet_district_108552138
Groucho_Marx	wikicat_American_game_show_hosts
George_Orwell	wikicat_British_investigative_journalists
Paul_Verlaine	wikicat_Converts_to_Roman_Catholicism
Angelina_Jolie	wikicat_American_voice_actors
Plymouth,_Massachusetts	wikicat_Populated_places_established_in_1620
Pierre_Bourdieu	wikicat_French_sociologists
Tori_Amos	wikicat_American_rock_pianists
Ronald_Reagan	wikicat_Writers_from_Illinois
CD_Logroñés	wikicat_Association_football_clubs_established_in_1940
Greg_Newton	wikicat_Hapoel_Eilat_basketball_players
John_Quincy_Adams	wikicat_Ambassadors_of_the_United_States_to_the_Netherlands
Aleš_Urbánek	wikicat_SK_Sigma_Olomouc_players
Michael_Haneke	wikicat_Austrian_people
Bay_of_Bengal	wikicat_Seas_of_the_Indian_Ocean
Alexander_Haig	wikicat_Columbia_Business_School_alumni
Louis_Saha	wikicat_Premier_League_players
Genc_Iseni	wikicat_Expatriate_footballers_in_Albania
Lucille_Ball	wikicat_Comedians
Moldova	wordnet_country_108544813
Liv_Ullmann	wikicat_Norwegian_film_actresses
Oğuz_Dağlaroğlu	wikicat_TKİ_Tavşanlı_Linyitspor_footballers
Stockton-on-Tees	wikicat_Post_towns_in_the_TS_postcode_area
Warburg	wikicat_Towns_in_North_Rhine-Westphalia
Sunil_Dutt	wikicat_Male_actors_in_Punjabi_cinema
Miloš_Nikolić	wikicat_FK_Sloga_Kraljevo_players
Kragujevac	wikicat_University_towns
La_Rioja_Province,_Argentina	wikicat_Wine_regions_of_Argentina
Leo_Van_der_Elst	wikicat_Eredivisie_players
Gaborone	wikicat_Populated_places_established_in_1964
Danny_Webber	wikicat_Port_Vale_F.C._players
Indian_National_Congress	wikicat_Liberal_parties
Hollywood_Party_(1934_film)	wikicat_Films_directed_by_Sam_Wood
Anthony_Bonner	wikicat_American_basketball_coaches
Honoré_de_Balzac	wikicat_Writers
Roger_Ebert	wikicat_German_emigrants_to_the_United_States
Michelle_Williams_(actress)	wikicat_21st-century_actors
Delmer_Daves	wikicat_American_film_producers
Hakan_Şükür	wikicat_Parma_F.C._players
Rati_Aleksidze	wikicat_Expatriate_footballers_in_Russia
Helena_Bonham_Carter	wikicat_English_radio_actresses
Esteban_Fuertes	wikicat_Expatriate_footballers_in_Chile
Robert_Jarni	wikicat_UD_Las_Palmas_footballers
FC_Argeș_Pitești	wikicat_Association_football_clubs_disestablished_in_2013
Waltham,_Massachusetts	wikicat_Populated_places_established_in_1634
The_Beach_Boys	wikicat_Capitol_Records_artists
Beijing	wordnet_site_108651247
Lucas_Severino	wikicat_Sport_Club_Corinthians_Paulista_players
Bruno_Pesaola	wikicat_Panathinaikos_F.C._managers
Youssef_Haraoui	wikicat_Algerian_expatriate_footballers
Hamka_Hamzah	wikicat_People_from_Makassar
Pierre_Bérégovoy	wikicat_20th-century_French_politicians
Saint-Maur-des-Fossés	wikicat_Cities_in_France
Isabella_Rossellini	wikicat_American_female_models
Norbert_Wiener	wikicat_Cornell_University_alumni
Curtis_Hanson	wikicat_American_directors
François_Hollande	wikicat_École_nationale_d'administration_alumni
Vince_Gill	wikicat_Musicians_from_Oklahoma
Charlie_Chaplin	wikicat_Screenwriters
Antônio_Carlos_Jobim	wikicat_Bossa_nova_guitarists
Busan_IPark	wikicat_Football_clubs_in_South_Korea
Gary_Phillips_(footballer)	wikicat_The_Football_League_players
Charles_Fox_(composer)	wikicat_Jewish_American_composers_and_songwriters
Ralph_Fiennes	wikicat_English_male_film_actors
Padua	wikicat_World_Heritage_Sites_in_Italy
Takashi_Hirano	wikicat_USSF_Division_2_Professional_League_players
Javi_Moreno	wikicat_Deportivo_Alavés_footballers
Sunnyvale,_California	wordnet_administrative_district_108491826
Wes_Thomas	wikicat_Cheltenham_Town_F.C._players
Caernarfon_Town_F.C.	wordnet_club_108227214
Julia_Kristeva	wikicat_Semioticians
Kate_Nash	wikicat_English_people
Congo_Crisis	wikicat_Wars_involving_the_states_and_peoples_of_Africa
Zygmunt_Bauman	wikicat_20th-century_philosophers
Martin_Chivers	wikicat_The_Football_League_players
Anthony_Bonner	wikicat_American_expatriate_basketball_people_in_Spain
